StatId	DisplayName_en	Description_en	DisplayName_ru	Description_ru	IconName
OBJ_KitchenwareRich_Cutlery_Fork_A	Fork	Even the lightest touch would leave a smudge on this excessively polished fork.	Вилка	Эта вилка столь тщательно отполирована, что малейшее касание оставит след на ее блестящей поверхности.	Item_LOOT_GEN_Kitchen_Cutlery_Fork_Rich_A
OBJ_KitchenwareRich_Cutlery_Fork_Silver	Silver Fork	A heavy two-pronged fork made from tempered silver.	Серебряная вилка	Тяжелая двузубая вилка, изготовленная из закаленного серебра.	Item_LOOT_GEN_LOOT_GEN_Dining_Ustensil_Fork_Silver_Rich_A
OBJ_KitchenwareRich_Cutlery_Knife_A	Knife	The flat of this knife is shiny enough to use as a mirror.	Нож	В лезвие этого ножа можно смотреться, как в зеркало.	Item_LOOT_GEN_Kitchen_Cutlery_Knife_Rich_A
OBJ_KitchenwareRich_Cutlery_Knife_Silver	Silver Knife	Though quite pretty, this knife is dull from many years of use.	Серебряный нож	Этот изящный нож затупился за долгие годы использования.	Item_LOOT_GEN_Dining_Ustensil_Knife_Silver_Rich_A
OBJ_KitchenwareRich_Cutlery_Spoon_A	Spoon	A heavy spoon inlaid with gold accents.	Ложка	Увесистая ложка с позолотой и инкрустацией.	Item_LOOT_GEN_Kitchen_Cutlery_Spoon_Rich_A
OBJ_KitchenwareRich_Cutlery_Spoon_Silver	Silver Spoon	This elongated spoon is slightly too small and too long to ladle up soup with anything but the utmost care.	Серебряная ложка	Эта ложка слишком маленькая и слишком длинная для того, чтобы ей было удобно есть суп.	Item_LOOT_GEN_Dining_Ustensil_Spoon_Silver_Rich_A
OBJ_KitchenwareRich_Plate_A	Plate	A simple earthen plate, sparsely decorated with a few strokes of gold paint.	Тарелка	Простая глиняная тарелка, раскрашенная несколькими мазками золотистой краски.	Item_LOOT_GEN_Kitchen_Cutlery_Plate_Rich_A
OBJ_KitchenwareRich_Plate_B	Plate	Stained by an untold number of meals.	Тарелка	Вся в пятнах от самой разной еды.	Item_DEC_GEN_KitchenInstrument_Plate_B_Porcelain_A
OBJ_Kitchenware_Cutlery_Fork_Iron	Metal Fork	This two-tined fork is begging to be plunged into a slab of meat.	Металлическая вилка	Эта двузубая вилка так и просит, чтоб ее вонзили в толстый кусок мяса.	Item_DEC_GEN_KitchenInstrument_MeatFork_A_Metal_A
OBJ_Kitchenware_Cutlery_Fork_Poor	Fork	The tines of this fork have clearly been bent and reshaped into place many times.	Вилка	Зубцы этой вилки множество раз гнули и снова выпрямляли.	Item_LOOT_GEN_Kitchen_Cutlery_Fork_Poor_A
OBJ_Kitchenware_Cutlery_Knife_Poor	Knife	The edge of this knife is too dull to cut anything more substantial than butter.	Нож	Этот нож настолько тупой, что им ничего, кроме масла, не разрежешь.	Item_LOOT_GEN_Kitchen_Cutlery_Knife_Poor_A
OBJ_Kitchenware_Cutlery_Ladle	Ladle	A metal ladle, deep enough to fill a bowl with a single scoop.	Половник	Металлический половник – достаточно глубокий, чтобы за один раз наполнить миску.	Item_DEC_GEN_KitchenInstrument_Ladle_A_Copper_A
OBJ_Kitchenware_Cutlery_Ladle_Wood	Wooden Spoon	Flecks of dried porridge are embedded within the grains of wood.	Деревянная ложка	К дереву прилипли комочки засохшей каши.	Item_DEC_GEN_KitchenInstrument_Spoon_A_Wood_A
OBJ_Kitchenware_Cutlery_Spoon_Poor	Spoon	Numerous teeth marks dent this cheap metal spoon.	Ложка	Ложка из дешевого металла вся покрыта следами зубов.	Item_LOOT_GEN_Kitchen_Cutlery_Spoon_Poor_A
OBJ_Kitchenware_Pan	Pan	A fine implement, well-scoured and polished.	Сковорода	Отличная посуда, дочиста оттертая и отполированная.	Item_DEC_GEN_Kitchen_Pan_A
OBJ_Kitchenware_Pan_B	Iron Pan	A thousand cookfires have left this pan heavily scorched.	Железная сковорода	Сковорода покрыта толстым слоем сажи от сотен костров.	Item_DEC_GEN_Kitchen_Pan_B
OBJ_Kitchenware_Pot	Cooking Pot	Years of simmering soups and sauces have left the inside of this pot with a seasoned sheen.	Кастрюля	В этой кастрюле сварено столько супов и соусов, что внутренняя поверхность отполировалась до зеркального блеска.	Item_DEC_GEN_Kitchen_Pot_A
OBJ_Kitchenware_Pot_B	Cooking Pot	A heavy-bottomed pot fit for hearty soups and stews.	Кастрюля	Посуда с толстым дном: самое оно для наваристого супа или похлебки.	Item_DEC_GEN_Kitchen_Pot_Covered_B
OBJ_Kitchenware_Pot_C	Cooking Pot	A pot large enough to serve a dozen or more.	Кастрюля	На целую дюжину едоков, а то и больше.	Item_DEC_GEN_Kitchen_Pot_Covered_B
OBJ_Kitchenware_Pot_Drum	Bronze Lid	The lid to a keg. Useless alone.	Бронзовая крышка	Крышка. Без бочонка бесполезна.	Item_DEC_GEN_Kitchen_Pot_Drum_Lid_A
OBJ_Kitchenware_Pot_Lid	Pot Lid	A lid missing its pot.	Крышка от кастрюли	Крышка без кастрюли.	Item_DEC_GEN_Kitchen_Pot_Lid_A
OBJ_Laboratory_Glass	Round Flask	A thick glass bottle, meticulously shaped to resist fire and distribute heat evenly.	Круглая колба	Сосуд из толстого огнеупорного стекла, обеспечивающий равномерный нагрев содержимого.	Item_LOOT_Laboratory_Flask_Glass_A
OBJ_Laboratory_Installation	Glass Distillation Set	A greasy substance clogs up most of this set's spiralling condenser, making any distillation a risky business.	Набор для возгонки	Внутренность змеевика почти полностью забита какой-то склизкой массой. Применять этот набор по назначению в таком состоянии возьмется только совсем уж рисковый алхимик.	Item_LOOT_Laboratory_Flask_Glass_A_Empty_A
OBJ_Ladder	Ladder		Лестница		Interactitem_Ladder
OBJ_Ladder_Fishnet	Rope Netting		Веревочная сеть		
OBJ_Ladder_Indestructible	Iron Ladder		Железная лестница		
OBJ_Ladder_Rope	Rope Ladder		Веревочная лестница		
OBJ_Ladder_Web	Spiderweb		Паутина		
OBJ_Lever_Action	Lever		Рычаг		InteractItem_Lever
OBJ_MF_StrangeLoot_C	Mucoid Shell	A glaze of thick mucus coats this shell. It smells distinctively of rotting flesh.	Слизистый панцирь	Слой густой слизи покрывает этот панцирь. От него исходит характерная вонь гниющей плоти.	Item_LOOT_MF_StrangeLoot_C
OBJ_MagnifyingGlass	Magnifying Glass	The frame and handle are scratched and coarse, but the lens is unblemished, revealing every detail with great precision.	Лупа	Стекло линзы слегка помутнело, но лупа до сих пор увеличивает все детали с удивительной четкостью.	Item_TOOL_GEN_Identifying_Glass_A
OBJ_Malachite	Malachite	Parents slip these stones under their children's pillows to ward off nightmares.	Малахит	Родители кладут эти камни детям под подушку, чтобы отогнать ночные кошмары.	Item_LOOT_GEM_Malachite_A
OBJ_Malice	Malice	This vial contains a fine powder that resembles smoke when shaken - or tossed into an enemy's eyes.	Злоба	Флакон наполнен тончайшим порошком. Если его встряхнуть или бросить в глаза врагу, он становится дымом.	Item_CONS_Poison_Malice
