EntryName	Type	DisplayName_en	Description_en	DisplayName_ru	Description_ru
POISON_ASSASSINS_BLOOD	StatusData	Assassin's Blood	Creature must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or take [1] and get Poisoned until the next Long Rest. On a successful save, it still takes half damage.	Кровь ассасина	Существо должно успешно пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 10 или получает [1]. Яд действует до следующего долгого отдыха. При успешном испытании существо избегает отравления, но все равно получает половину урона.
POISON_BASIC	StatusData	Basic Poison	Entity must make a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt;.	Обычный яд	Существо должно пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости, или получить &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравление&lt;/LSTag&gt;.
POISON_CRAWLER_MUCUS	StatusData	Crawler Mucus	Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="PARALYZED"&gt;Paralysed&lt;/LSTag&gt; and &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt;. 	Слизь гусеницы	Цели должны пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 13, или они станут &lt;LSTag Type="Status" Tooltip="PARALYZED"&gt;парализованы&lt;/LSTag&gt; и &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлены&lt;/LSTag&gt;. 
POISON_CRAWLER_MUCUS_CONDITION	StatusData	Stricken with Crawler Mucus	Affected entity is &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt; and &lt;LSTag Type="Status" Tooltip="PARALYZED"&gt;Paralysed&lt;/LSTag&gt;.	Страдает от слизи гусеницы	Существо &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлено&lt;/LSTag&gt; и &lt;LSTag Type="Status" Tooltip="PARALYZED"&gt;парализовано&lt;/LSTag&gt;.
POISON_CRAWLER_MUCUS_DIPPED	StatusData	Coated in Crawler Mucus	Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="PARALYZED"&gt;Paralysed&lt;/LSTag&gt; and &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt;. 	Покрыто слизью гусеницы	Цели должны пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 13, или они станут &lt;LSTag Type="Status" Tooltip="PARALYZED"&gt;парализованы&lt;/LSTag&gt; и &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлены&lt;/LSTag&gt;. 
POISON_CRAWLER_MUCUS_IMMUNE	StatusData	Inoculated: Crawler Mucus	You succeeded on a &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; against &lt;LSTag Type="Status" Tooltip="POISON_CRAWLER_MUCUS_CONDITION"&gt;Crawler Mucus&lt;/LSTag&gt; and can't be affected by it.	Закалка: слизь гусеницы	Вы успешно прошли &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; против &lt;LSTag Type="Status" Tooltip="POISON_CRAWLER_MUCUS_CONDITION"&gt;слизи гусеницы&lt;/LSTag&gt; и больше не можете быть ею поражены.
POISON_CRAWLER_MUCUS_TECHNICAL_APPLIER	StatusData	Crawler Mucus		Слизь гусеницы	
POISON_DROW	StatusData	Drow Poison	Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt; and fall &lt;LSTag Type="Status" Tooltip="SLEEP"&gt;Asleep&lt;/LSTag&gt;.	Яд дроу	Цели должны пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 13, или они станут &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлены&lt;/LSTag&gt; и &lt;LSTag Type="Status" Tooltip="SLEEP"&gt;уснут&lt;/LSTag&gt;.
POISON_DROW_CONDITION	StatusData	Stricken with Drow Poison	Affected entity is &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt; and has fallen &lt;LSTag Type="Status" Tooltip="SLEEP"&gt;Asleep&lt;/LSTag&gt;.	Страдает от яда дроу	Существо &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлено&lt;/LSTag&gt; и &lt;LSTag Type="Status" Tooltip="SLEEP"&gt;спит&lt;/LSTag&gt;.
POISON_DROW_DIPPED	StatusData	Coated in Drow Poison	Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt; and fall &lt;LSTag Type="Status" Tooltip="SLEEP"&gt;Asleep&lt;/LSTag&gt;. 	Покрыто ядом дроу	Цели должны пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 13, или они станут &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлены&lt;/LSTag&gt; и &lt;LSTag Type="Status" Tooltip="SLEEP"&gt;уснут&lt;/LSTag&gt;. 
POISON_DROW_IMMUNE	StatusData	Inoculated: Drow Poison	You succeeded on a &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; against &lt;LSTag Type="Status" Tooltip="POISON_DROW_CONDITION"&gt;Drow Poison&lt;/LSTag&gt; and can't be affected by it.	Закалка: яд дроу	Вы успешно прошли &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; против &lt;LSTag Type="Status" Tooltip="POISON_DROW_CONDITION"&gt;яда дроу&lt;/LSTag&gt; и больше не можете быть им поражены.
POISON_DROW_TECHNICAL_APPLIER	StatusData	Drow Poison		Яд дроу	
POISON_ESSENCE_OF_ETHER	StatusData	Essence of Ether	Poison has rendered the affected entity &lt;LSTag Type="Status" Tooltip="UNCONSCIOUS"&gt;Unconscious&lt;/LSTag&gt; until it &lt;LSTag Tooltip="LongRest"&gt;Long Rests&lt;/LSTag&gt;, takes damage, or is &lt;LSTag Type="Spell" Tooltip="Target_Help"&gt;Helped&lt;/LSTag&gt; by an ally. 	Эссенция эфира	От яда существо &lt;LSTag Type="Status" Tooltip="UNCONSCIOUS"&gt;потеряло сознание&lt;/LSTag&gt; и очнется только после &lt;LSTag Tooltip="LongRest"&gt;долгого отдыха&lt;/LSTag&gt;, когда получит урон или когда ему &lt;LSTag Type="Spell" Tooltip="Target_Help"&gt;поможет&lt;/LSTag&gt; союзник. 
POISON_MALICE	StatusData	Malice	Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="BLINDED"&gt;Blinded&lt;/LSTag&gt; and &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt;.	Злоба	Цели должны пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 15, или они станут &lt;LSTag Type="Status" Tooltip="BLINDED"&gt;ослеплены&lt;/LSTag&gt; и &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлены&lt;/LSTag&gt;.
POISON_MALICE_CONDITION	StatusData	Stricken with Malice	Affected entity is Blinded and Poisoned. &lt;br&gt;&lt;br&gt;It has &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; and its range of attacks and spells is reduced to [1]. Attack Rolls against the entity have &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt;.	Страдает от злобы	Существо ослеплено и отравлено.&lt;br&gt;&lt;br&gt;Эффект дает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt;. Радиус атаки и заклинаний снижается до [1]. Броски атаки против этого существа получают &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt;.
POISON_MALICE_DIPPED	StatusData	Coated in Malice	Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="BLINDED"&gt;Blinded&lt;/LSTag&gt; and &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt;.	Покрыто злобой	Цели должны пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 15, или они станут &lt;LSTag Type="Status" Tooltip="BLINDED"&gt;ослеплены&lt;/LSTag&gt; и &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлены&lt;/LSTag&gt;.
POISON_MALICE_IMMUNE	StatusData	Inoculated: Malice	You succeeded on a &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; against &lt;LSTag Type="Status" Tooltip=POISON_MALICE_CONDITION"&gt;Malice&lt;/LSTag&gt; and can't be affected by it.	Закалка: злоба	Вы успешно прошли &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; против &lt;LSTag Type="Status" Tooltip=POISON_MALICE_CONDITION"&gt;злобы&lt;/LSTag&gt; и больше не можете быть ею поражены.
POISON_MALICE_TECHNICAL_APPLIER	StatusData	Malice		Злоба	
POISON_PURPLE_WORM	StatusData	Purple Worm Toxin	Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or take [1]. On a successful save, creature still takes half damage.	Токсин пурпурного червя	Цели должны успешно пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 19 или они получат [1]. При успешном испытании существо все равно получит половину урона.
POISON_PURPLE_WORM_DIPPED	StatusData	Purple Worm Toxin	Deals an additional [1].&lt;br&gt;&lt;br&gt;On a successful DC 19 Constitution Saving Throw, target still takes half damage.	Токсин пурпурного червя	Наносит дополнительно [1].&lt;br&gt;&lt;br&gt;При успешном испытании выносливости КС 19 цель все равно получит половину урона.
POISON_SERPENT_VENOM	StatusData	Serpent Fang Venom	Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or take [1]. On a successful save, creature suffers half the normal damage.	Яд змеиного зуба	Цели должны успешно пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 11 или получат [1]. При успешном испытании существо получает вдвое меньше урона.
POISON_SERPENT_VENOM_DIPPED	StatusData	Serpent Venom	Deals an additional [1].&lt;br&gt;&lt;br&gt;On a successful DC 13 Constitution Saving Throw, target still takes half damage.	Змеиный яд	Наносит дополнительно [1].&lt;br&gt;&lt;br&gt;При успешном испытании выносливости КС 13 цель все равно получит половину урона.
POISON_SIMPLE	StatusData	Simple Poison	Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt;.	Простой яд	Цели должны пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 11, или они станут &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлены&lt;/LSTag&gt;.
POISON_SIMPLE_DIPPED	StatusData	Coated in Basic Poison	Targets must succeed a Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; or become  &lt;LSTag Type="Status" Tooltip="POISONED"&gt;Poisoned&lt;/LSTag&gt;.	Покрыто обычным ядом	Цели должны пройти &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; выносливости &lt;LSTag Tooltip="DifficultyClass"&gt;КС&lt;/LSTag&gt; 11, или они станут &lt;LSTag Type="Status" Tooltip="POISONED"&gt;отравлены&lt;/LSTag&gt;.
POISON_SIMPLE_IMMUNE	StatusData	Inoculated: Basic Poison	You succeeded on a &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt; against &lt;LSTag Type="Status" Tooltip="POISON_SIMPLE_CONDITION"&gt;Basic Poison&lt;/LSTag&gt; and can't be affected by it.	Закалка: обычный яд	Вы успешно прошли &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; против &lt;LSTag Type="Status" Tooltip="POISON_SIMPLE_CONDITION"&gt;обычного яда&lt;/LSTag&gt; и больше не можете быть им поражены.
